Gestionnaire;Nom de l'OPC;Type d'OPC;Catégorie;Date;Valeur Liquidative; Actif net 
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);31/12/2023;8 393;35 598 757 882
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Monétaire (OCT);31/12/2023;0;0
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;31/12/2023;8 152;5 458 060 504
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;31/12/2023;5 555;1 207 153 437
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);31/12/2023;15 019;46 003 852 572
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2023;5 802;34 846 878 306
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;31/12/2023;14 667 162;20 868 346 634
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;31/12/2023;10 828;9 613 991 730
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;31/12/2023;8 923;4 439 045 967
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);31/12/2023;12 870;848 066 252
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;31/12/2023;5 585;1 266 178 317
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);31/12/2023;5 577;6 416 833 669
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2023;6 212;37 512 230 817
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;31/12/2023;30 824 986;4 096 094 980
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;31/12/2023;5 993;982 593 069
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;31/12/2023;9 256;2 095 310 244
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;31/12/2023;9 977;1 497 798 803
AFRICA ASSET MANAGEMENT;MAADO;FCPE;Diversifié;31/12/2023;5 098;51 274 171
AFRICA ASSET MANAGEMENT;CMT SONABEL;FCPE;Diversifié;31/12/2023;5 122;51 219 578
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);31/12/2023;7 391;1 557 556 653
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM DYNAMIQUE;FCP;Diversifié;31/12/2023;14 496;440 628 928
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM OBLIGATAIRE;FCP;Diversifié;31/12/2023;16 551;529 355 175
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCPE;Diversifié;31/12/2023;2 805;802 556 081
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;31/12/2023;7 027;881 549 243
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Diversifié;31/12/2023;5 640;666 372 062
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Monétaire (OCT);31/12/2023;7 397;1 019 875 030
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);31/12/2023;13 641;21 134 349 500
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);31/12/2023;13 962;1 604 448 448
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);31/12/2023;15 361;28 849 550 127
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;31/12/2023;14 946;232 202 077
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;31/12/2023;16 414;246 733 656
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);31/12/2023;14 479;18 153 357 532
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);31/12/2023;14 674;51 043 557 868
ATTIJARI ASSET MANAGEMENT;CRBC PROSPERITE;FCP;Obligataire (OLMT);31/12/2023;11 059;27 314 000 543
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);31/12/2023;10 235;35 874 163 690
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;31/12/2023;5 227;15 623 262 184
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);31/12/2023;6 854;50 891 258 045
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);31/12/2023;6 451;38 117 097 382
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);31/12/2023;6 174;1 608 728 650
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;31/12/2023;7 654;184 827 234
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTION;FCP;Actions ;31/12/2023;8 023;163 044 389
ATLANTIC ASSET MANAGEMENT;IFC ATLANTIQUE;FCP;Obligataire (OLMT);31/12/2023;1 249 572;7 757 185 386
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);31/12/2023;1 082 798;47 162 864 270
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);31/12/2023;10 810;43 846 807 936
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2023;10 845;212 766 113
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;31/12/2023;12 505;721 347 498
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;31/12/2023;30 682;3 759 976 135
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);31/12/2023;116 963;878 160 489
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;31/12/2023;5 783;16 908 912 041
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;31/12/2023;5 996;3 162 838 347
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;31/12/2023;4 487;1 015 236 561
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);31/12/2023;5 704;29 655 507 926
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;31/12/2023;1 016 620;2 513 833 254
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;31/12/2023;13 524;561 274 005
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;31/12/2023;14 246;962 620 206
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;31/12/2023;13 136;2 006 083 793
SGA2E;SODECI;FCPE;Diversifié;31/12/2023;9 496;19 434 624 201
SGA2E;CIE;FCPE;Diversifié;31/12/2023;7 732;38 606 785 380
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;31/12/2023;15 537;628 456 429
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);31/12/2023;8 635;9 810 721 144
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;31/12/2023;19 646;1 175 213 699
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;31/12/2023;15 963;1 706 097 552
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);31/12/2023;11 953;26 507 524 434
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2023;11 153;3 661 282 094
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;31/12/2023;83 081;178 954 501
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;31/12/2023;13 146;344 019 639
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;31/12/2023;151 842;360 776 387
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);31/12/2023;39 117 670;23 317 059 894
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;31/12/2023;31 470;10 347 290 227
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;31/12/2023;7 450;26 869 888 728
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);31/12/2023;111 980;38 650 673 390
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2023;12 574;48 606 988 482
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);31/12/2023;35 473 909;48 785 134 621
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);31/12/2023;10 128;128 539 396
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;31/12/2023;1 919;117 617 392
BNI GESTION;CNRA;FCPE;Diversifié;31/12/2023;3 273;123 752 537
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;31/12/2023;4 908;158 096 697
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;31/12/2023;4 232;331 326 457
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;31/12/2023;6 230;410 674 113
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;31/12/2023;14 139;16 763 752 117
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;31/12/2023;9 398;3 278 308  187
CGF GESTION;DIASPORA;FCP;Diversifié;31/12/2023;1 188;8 389 246 684
CGF GESTION;WALO;FCP;Actions ;31/12/2023;1 175;1 076 557 590
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);31/12/2023;1 213;831 345 755
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;31/12/2023;1 589;483 035 327
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;31/12/2023;1 220 113;1 482 160 092
CGF GESTION;FORCE PAD;FCP;Diversifié;31/12/2023;1 898;1 515 593 909
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;31/12/2023;1 281;1 794 159 521
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;31/12/2023;1 045;2 928 866 630
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;31/12/2023;1 102;5 641 017 517
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;31/12/2023;1 897;1 698 742 376
CGF GESTION;AL BARAKA;FCP;Actions ;31/12/2023;1 017;1 671 423 909
CGF GESTION;PLACEMENT AVANTAGE;FCP;Monétaire (OCT);31/12/2023;1 559;2 335 825 128
CGF GESTION;EXPAT;FCP;Obligataire (OLMT);31/12/2023;1 125;2 527 225 145
CGF GESTION;BNDE VALEURS;FCP;Actions ;31/12/2023;1 176;4 221 663 888
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;31/12/2023;1 268;2 927 958 747
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);31/12/2023;134 222;6 547 790 663
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;31/12/2023;1 138;8 611 587 290
CGF GESTION;AL BARAKA 2;FCP;Diversifié;31/12/2023;1 172;3 255 532 427
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;31/12/2023;7 865;19 084 305 674
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Obligataire (OLMT);31/12/2023;12 175;10 245 478 111
CGF GESTION;PLACEMENT QUIETUDE;FCP;Obligataire (OLMT);31/12/2023;1 581;19 730 902 603
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;31/12/2023;10 162;100 066 923
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;31/12/2023;4 046;550 704 689
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);31/12/2023;20 608;205 722 739 015
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;31/12/2023;7 968;6 916 661 196
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;31/12/2023;1 662 144;653 260 812
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;31/12/2023;N/D;5 951 495 885
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);31/12/2023;N/D;26 851 650 401
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);31/12/2023;10 032;193 023 568
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;31/12/2023;1 000 000;0
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);31/12/2023;10 000;0
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);31/03/2024;6 248;24 765 519 569
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;31/03/2024;6 036;540 293 448
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;31/03/2024;4 139;3 697 776 182
SGCAMWA;SOGEAVENIR;FCP;Diversifié;31/03/2024;1 696;3 985 670 382
SGCAMWA;SOGEDEFI;FCP;Diversifié;31/03/2024;3 951;3 956 949 787
SGCAMWA;SOGEVALOR;FCP;Actions ;31/03/2024;3 598;4 743 921 966
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;31/03/2024;3 972;5 184 795 553
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);31/03/2024;10 890 428;37 414 057 044
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);31/03/2024;5 139;46 337 743 588
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;31/03/2024;99 832 470;9 697 990 085
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;31/03/2024;1 336;455 579 572
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);31/03/2024;1 337;11 711 489 917
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);31/03/2024;8 500;35 910 058 068
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);31/03/2024;10 402;224 610 025
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;31/03/2024;8 309;5 618 344 379
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;31/03/2024;5 727;1 245 935 328
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);31/03/2024;15 090;38 860 944 017
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2024;5 855;31 763 272 457
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);31/03/2024;13 093;926 651 049
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);31/03/2024;5 683;16 523 925 707
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;31/03/2024;14 717 690;20 587 696 445
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;31/03/2024;11 030;8 052 279 593
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;31/03/2024;5 633;1 491 333 811
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;31/03/2024;8 932;3 507 549 294
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2024;6 261;40 499 425 079
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;31/03/2024;31 070 192;4 280 624 183
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;31/03/2024;6 075;1 019 364 030
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;31/03/2024;9 607;2 166 748 905
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;31/03/2024;10 310;1 554 616 461
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);31/03/2024;7 591;1 603 833 798
AFRICA ASSET MANAGEMENT;CMT SONABEL;FCPE;Diversifié;31/03/2024;5 190;51 900 830
AFRICA ASSET MANAGEMENT;MAADO;FCPE;Diversifié;31/03/2024;0;0
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM DYNAMIQUE;FCP;Diversifié;31/03/2024;14 196;440 628 928
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM OBLIGATAIRE;FCP;Diversifié;31/03/2024;16 375;529 355 175
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCPE;Diversifié;31/03/2024;2 797;802 556 081
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;31/03/2024;7 139;875 121 385
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;31/03/2024;7 502;1 014 170 779
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);31/03/2024;5 712;677 101 225
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);31/03/2024;13 741;21 289 610 366
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);31/03/2024;14 097;1 602 636 182
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);31/03/2024;15 559;35 128 114 492
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;31/03/2024;15 406;239 360 542
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;31/03/2024;16 843;253 192 549
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);31/03/2024;14 596;16 166 724 317
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);31/03/2024;14 814;45 968 958 043
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);31/03/2024;11 183;27 620 608 871
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);31/03/2024;10 500;41 518 037 409
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;31/03/2024;10 007;100 085 420
ATLANTIC ASSET MANAGEMENT;IFC ATLANTIQUE;FCP;Obligataire (OLMT);31/03/2024;1 254 255;7 786 255 100
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);31/03/2024;6 245;1 312 672 565
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;31/03/2024;7 855;188 926 812
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTION;FCP;Actions ;31/03/2024;8 191;166 499 610
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);31/03/2024;6 893;53 372 365 923
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);31/03/2024;6 522;35 074 918 309
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;31/03/2024;5 294;15 816 137 152
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);31/03/2024;10 938;40 431 760 798
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);31/03/2024;1 095 939;46 929 259 376
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2024;10 930;214 432 283
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;31/03/2024;12 686;585 582 952
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;31/03/2024;31 031;3 709 741 849
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);31/03/2024;117 861;649 762 634
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;31/03/2024;6 119;3 262 932 463
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;31/03/2024;5 837;17 082 587 568
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);31/03/2024;5 786;30 691 633 575
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;31/03/2024;1 037 220;2 716 361 035
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;31/03/2024;4 451;989 933 316
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;31/03/2024;ND;ND
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;31/03/2024;ND;ND
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;31/03/2024;ND;ND
SGA2E;SODECI;FCPE;Diversifié;31/03/2024;9 453;19 287 413 713
SGA2E;CIE;FCPE;Diversifié;31/03/2024;7 765;38 600 853 222
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;31/03/2024;15 922;480 894 806
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);31/03/2024;8 683;9 904 238 829
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;31/03/2024;19 778;1 201 683 852
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;31/03/2024;16 156;1 484 455 146
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2024;11 491;3 766 487 010
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);31/03/2024;12 339;27 363 537 347
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;31/03/2024;7 521;27 126 279 919
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);31/03/2024;39 758 432;25 802 300 182
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;31/03/2024;31 650;10 333 614 270
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;31/03/2024;13 218;350 541 734
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2024;12 741;49 058 823 357
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;31/03/2024;153 048;363 642 527
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);31/03/2024;35 944 366;49 068 200 568
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);31/03/2024;113 418;39 445 378 488
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2024;101 259;207 171 391
BOA CAPITAL CAM;BOA PREMIUM;FCPE;Diversifié;31/03/2024;84 400;182 401 087
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);31/03/2024;10 230;698 953 392
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;31/03/2024;1 982;119 869 494
BNI GESTION;CNRA;FCPE;Diversifié;31/03/2024;3 377;134 104 805
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;31/03/2024;5 000;161 041 511
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;31/03/2024;4 356;342 178 299
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;31/03/2024;6 383;395 510 744
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;31/03/2024;14 139;19 595 833 255
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;31/03/2024;9 398;5 245 751 527
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;31/03/2024;1 273;2 830 020 529
CGF GESTION;SALAM CI;FCP;Diversifié;31/03/2024;1 017;1 331 634 090
CGF GESTION;BNDE VALEURS;FCP;Diversifié;31/03/2024;1 170;3 848 589 703
CGF GESTION;WALO;FCP;Diversifié;31/03/2024;1 175;1 076 279 018
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;31/03/2024;1 591;19 191 135 056
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;31/03/2024;12 210;9 897 720 061
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;31/03/2024;1 566;2 194 179 109
CGF GESTION;EXPAT;FCP;Diversifié;31/03/2024;1 122;2 051 320 458
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);31/03/2024;1 221;836 556 871
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;31/03/2024;1 909;1 578 345 571
CGF GESTION;AL BARAKA 2;FCP;Diversifié;31/03/2024;1 173;2 924 355 465
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;31/03/2024;1 221 014;1 262 360 005
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;31/03/2024;1 044;2 486 833 065
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;31/03/2024;1 137;8 172 683 850
CGF GESTION;DIASPORA;FCP;Diversifié;31/03/2024;1 187;7 515 497 800
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;31/03/2024;1 099;5 168 170 974
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);31/03/2024;135 016;6 586 516 060
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;31/03/2024;7 853;18 724 746 666
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;31/03/2024;1 590;441 471 435
CGF GESTION;FORCE PAD;FCP;Diversifié;31/03/2024;1 925;1 561 147 508
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;31/03/2024;1 286;1 792 517 037
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;31/03/2024;10 162;100 066 923
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;31/03/2024;4 057;559 626 961
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);31/03/2024;20 784;206 990 390 420
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;31/03/2024;8 022;6 941 663 013
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;31/03/2024;1 665 767;642 191 523
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);31/03/2024;1 012 781;151 917 187
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);31/03/2024;5 165;156 993 703
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;31/03/2024;ND;6 033 483 952
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);31/03/2024;ND;27 467 898 536
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);31/03/2024;10 032;193 023 568
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;31/03/2024;ND;100 000 000
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);31/03/2024;ND;116 722 222
