N°,Gestionnaire,Nom de l'OPC,Type d'OPC,Catégorie,Date,Valeur Liquidative,Actif net
1,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2024-03-31,1273.33180962725,2830020529
2,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2024-03-31,1016.74898329575,1331634090
3,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2024-03-31,1169.96105528183,3848589703
4,CGF GESTION,FCP WALO,FCP,Diversifié,2024-03-31,1174.95927349979,1076279018
5,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2024-03-31,1591.48112829912,19191135056
6,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2024-03-31,12209.593896395,9897720061
7,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2024-03-31,1566.49644826838,2194179109
8,CGF GESTION,FCP EXPAT,FCP,Diversifié,2024-03-31,1121.62262481512,2051320458
9,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2024-03-31,1221.10505564234,836556871
10,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2024-03-31,1908.90489872555,1578345571
11,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2024-03-31,1172.67326438992,2924355465
12,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2024-03-31,1221014.38229117,1262360005
13,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2024-03-31,1044.03181789484,2486833065
14,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2024-03-31,1136.70653887867,8172683850
15,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2024-03-31,1186.84780994849,7515497800
16,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2024-03-31,1098.6704635142,5168170974
17,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2024-03-31,135016.151768715,6586516060
18,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2024-03-31,7853.29728305689,18724746666
19,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2024-03-31,1589.98211891256,441471435
20,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2024-03-31,1924.79740911171,1561147508
21,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2024-03-31,1285.66272684088,1792517037
22,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2024-03-31,10162.2261880304,100066923
1,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2024-03-31,4057,559626961
2,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2024-03-31,20784,206990390420
3,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2024-03-31,8022,6941663013
4,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2024-03-31,1665767,642191523
5,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2024-03-31,1012781,151917187
6,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2024-03-31,5165,156993703
7,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2024-03-31,ND,6033483952
8,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2024-03-31,ND,27467898536
1,BAOBAB ASSET MANAGEMENT,BAM TRESOR,FCP,Monétaire (OCT),2024-03-31,10032.08,193023568
1,KAYDAN ASSET MANAGEMENT,KAM CROISSANCE +,FCPR,Actifs non cotés,2024-03-31,ND,100000000
2,KAYDAN ASSET MANAGEMENT,KAM SÛR,FCP,Obligataire (OLMT),2024-03-31,ND,116722222
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2024-06-30,6354.08,24678977380
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2024-06-30,6301.72,624113841
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2024-06-30,4434,3959857665
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2024-06-30,1801,4203634398
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2024-06-30,4215,4164377326
,SGCAMWA,SOGEVALOR,FCP,Actions ,2024-06-30,3978,5244169091
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2024-06-30,4301,5491415740
,SGCAMWA,SOGELIQUID,FCP,Monétaire (OCT),2024-06-30,11038188,37921684395
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2024-06-30,5193,45419265309
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2024-06-30,100530960,9765843282
,AFRICAINE DE GESTION D'ACTIFS,AGA CAPITAL PLUS,FCP,Diversifié,2024-06-30,1376.78,477446346
,AFRICAINE DE GESTION D'ACTIFS,AGA CONFORT PLUS,FCP,Obligataire (OLMT),2024-06-30,1359.74,12987076349
,AFRICABOURSE ASSET MANAGEMENT,AAM OBLIGATIS,FCP,Obligataire (OLMT),2024-06-30,8622.23,32785936375.87
,AFRICABOURSE ASSET MANAGEMENT,AAM SERENITIS,FCP,Obligataire (OLMT),2024-06-30,10941.19,2240671663.18
,AFRICABOURSE ASSET MANAGEMENT,AAM EPARGNE CROISSANCE,FCP,Diversifié,2024-06-30,8930.99,6278114998.31
,AFRICABOURSE ASSET MANAGEMENT,AAM EPARGE ACTION,FCP,Actions ,2024-06-30,6133.52,1301114195.1
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2024-06-30,15273.44,36505727870
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2024-06-30,5923.17,29241870208
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2024-06-30,13312.78,1020541545
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2024-06-30,5765.58,19658727268
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2024-06-30,15105152,21129420436
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2024-06-30,11462.9,6096353425
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2024-06-30,5765.87,1349654928
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2024-06-30,8986.77,2900527827
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2024-06-30,6327,42258646683
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2024-06-30,32860290,4663535675
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2024-06-30,6534,1078548602
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2024-06-30,10199.34,2313369723
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2024-06-30,10683.57,1624080839
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2024-06-30,7763.23,1647294580
,AFRICA ASSET MANAGEMENT,CMT SONABEL,FCPE,Diversifié,2024-06-30,5374.36,53743611
,AFRICA ASSET MANAGEMENT,MAADO,FCPE,Diversifié,2024-06-30,0,0
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP BRM DYNAMIQUE,FCP,Diversifié,2024-06-30,13937.91,423670606
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP BRM OBLIGATAIRE,FCP,Diversifié,2024-06-30,16157.36,446379372
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCPE SDE,FCPE,Diversifié,2024-06-30,2616.09,734913323
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2024-06-30,7561.458,926278611
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2024-06-30,7954.0524,1077662745
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2024-06-30,5546.1868,687516406
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2024-06-30,13874.32,21491252999.3
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2024-06-30,14244.09,1608926730.75
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2024-06-30,15854.2,38058881108.79
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2024-06-30,17345.44,379292725.04
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2024-06-30,18493.13,351757756.73
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2024-06-30,14793.23,15200533512.67
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2024-06-30,14996.89,43893502908.45
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2024-06-30,11342.42,28007829342.6
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2024-06-30,10643.12,42995186300.26
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2024-06-30,10786.89,623784121.11
,ATLANTIC ASSET MANAGEMENT,IFC ATLANTIQUE,FCP,Obligataire (OLMT),2024-06-30,1282211.0033,7959802998
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2024-06-30,6378.1937,1461712213
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE HORIZON,FCP,Diversifié,2024-06-30,8462.477,208303047
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE ACTION,FCP,Actions ,2024-06-30,8899.5808,182956116
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2024-06-30,7023.0781,47954377268
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2024-06-30,6649.6289,38031504041
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE CROISSANCE,FCP,Diversifié,2024-06-30,5571.269,16644822391
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2024-06-30,11070.1919,41213076389
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2024-06-30,1109836.2847,46750128294
,ATLANTIC ASSET MANAGEMENT,ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2024-06-30,11023.9128,216282592
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2024-06-30,13 194.4682,537 783 816
,SGO MALI FINANCES,FCPE ORANGE ML,FCPE,Diversifié,2024-06-30,31 713.7027,3 891 164 801
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2024-06-30,119 565.0286,659 308 544
,NSIA ASSET MANAGEMENT,AURORE OPPORTUNITES,FCP,Actions ,2024-06-30,6592.48,3951982439
,NSIA ASSET MANAGEMENT,NSIA FONDS DIVERSIFIE,FCP,Diversifié,2024-06-30,6001.75,18164001867
,NSIA ASSET MANAGEMENT,AURORE SECURITE,FCP,Obligataire (OLMT),2024-06-30,5813.94,52802585167
,NSIA ASSET MANAGEMENT,NSIA ASSURANCES OPTIMUM,FCP,Diversifié,2024-06-30,1065532.91,3402978243
,NSIA ASSET MANAGEMENT,EVOLUTIS,FCPE,Diversifié,2024-06-30,4647.5,1048754444
,NSIA ASSET MANAGEMENT,MONERATIS,FCP,Monétaire (OCT),2024-06-30,5129.26,124048693
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2024-06-30,15191.93,630514843
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2024-06-30,15038.78,919134022
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2024-06-30,13679.44,2073042172
,SGA2E,SODECI,FCPE,Diversifié,2024-06-30,10141.1,20705586032
,SGA2E,CIE,FCPE,Diversifié,2024-06-30,8201.35,40313516034
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2024-06-30,17134.03,516024405
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2024-06-30,8843.23,10060924078
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2024-06-30,20508.71,1238807055
,ENKO CAPITAL WEST AFRICA,ENKO CAPITAL GARANTI,FCP,Diversifié,2024-06-30,16817.1031,1545155430
,ENKO CAPITAL WEST AFRICA,ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2024-06-30,11642.7295,3810630425
,ENKO CAPITAL WEST AFRICA,PATRIMOINE,FCP,Obligataire (OLMT),2024-06-30,12432.8067,27571924594
,ENKO CAPITAL WEST AFRICA,ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2024-06-30,9841.8078,300726278
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2024-06-30,7714,27672890021
,BOA CAPITAL CAM,FCP Tréso Monéa,FCP,Obligataire (OLMT),2024-06-30,40261292,29258389458
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2024-06-30,34195,11167446306
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2024-06-30,14594,397327514
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2024-06-30,12916,49443396873
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2024-06-30,169679,403156236
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2024-06-30,36411236,47349859074
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2024-06-30,114891,36941551395
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2024-06-30,103064,3342435243
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2024-06-30,90888,197042247
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2024-06-30,10759,1820697877
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2024-06-30,2114,129570697
,BNI GESTION,CNRA,FCPE,Diversifié,2024-06-30,3434,123333490
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2024-06-30,5346,172192749
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2024-06-30,4533,416491174
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2024-06-30,6921,425025139
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2024-06-30,14139,16446847264
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2024-06-30,9398,6727734298
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2024-06-30,1349.6227,2914558179
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2024-06-30,1065.4729,1534775395
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2024-06-30,1211.1859,3983695251
,CGF GESTION,FCP WALO,FCP,Diversifié,2024-06-30,1184.289,1084825185
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2024-06-30,1612.8724,19090811960
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2024-06-30,12435.6003,10914881576
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2024-06-30,1604.7362,3136261364
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2024-06-30,1138.9797,2081870239
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2024-06-30,1233.6789,845170949
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2024-06-30,1994.3612,1652453301
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2024-06-30,1202.3877,3102998399
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2024-06-30,1251902.0233,1294293554
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2024-06-30,1063.5727,2498295425
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2024-06-30,1156.3653,8922960216
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2024-06-30,1205.7946,7424668361
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2024-06-30,1113.174,5211046949
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2024-06-30,137558.8913,6710558958
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2024-06-30,8533.1203,20738390840
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2024-06-30,1655.3495,463443958
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2024-06-30,1995.6433,1691654488
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2024-06-30,1310.095,2148543345
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2024-06-30,10162.2262,100066923
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2024-06-30,4295,592262883
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2024-06-30,20427,202145558093
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2024-06-30,8463,7196866467
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2024-06-30,1730973,550639544
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2024-06-30,1006282,150942342
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2024-06-30,5136,354762105
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2024-06-30,N/D,6376089882
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2024-06-30,N/D,28300585476
,BAOBAB ASSET MANAGEMENT,BAM TRESOR,FCP,Monétaire (OCT),2024-06-30,10032.08,193023568
,KAYDAN ASSET MANAGEMENT,KAM CROISSANCE +,FCPR,Actifs non cotés,2024-06-30,1000000,100000000
,KAYDAN ASSET MANAGEMENT,KAM SÛR,FCP,Obligataire (OLMT),2024-06-30,10091.8863,127554994
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2024-09-30,6431.23,24784210657
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2024-09-30,6750.76,746306010
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2024-09-30,4611,4117679477
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2024-09-30,1871,4362077735
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2024-09-30,4425,4330899532
,SGCAMWA,SOGEVALOR,FCP,Actions ,2024-09-30,4321,5692453538
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2024-09-30,4541,5818846723
,SGCAMWA,FCP SOGELIQUID,FCP,Monétaire (OCT),2024-09-30,10769692,34788230485
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2024-09-30,5075,45073138958
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2024-09-30,101188109,9829680454
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CONFORT PLUS,FCP,Obligataire (OLMT),2024-09-30,1383.26,15515609858
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CAPITAL PLUS,FCP,Diversifié,2024-09-30,1452.17,462171523
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM OBLIGATIS,FCP,Obligataire (OLMT),2024-09-30,8708.73,31795067290.65
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE  CROISSANCE ,FCP,Diversifié,2024-09-30,9574.48,7219493975.39
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE ACTION,FCP,Actions ,2024-09-30,6686.06,1431484337
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM SERENITIS,FCP,Obligataire (OLMT),2024-09-30,11202.98,3051079703.5
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2024-09-30,15550.3,36609315993
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2024-09-30,6057.94,29293473293
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2024-09-30,13506.14,1051556507
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2024-09-30,5860.66,19227855336
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2024-09-30,14751656.94,20628910317
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2024-09-30,11900.14,6137223515
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2024-09-30,6080.39,1451499144
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2024-09-30,9355.42,2733472767
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2024-09-30,6430,46327954856
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2024-09-30,35131166,5152192722
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2024-09-30,7121,1280718253
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2024-09-30,11300.09,2778192186
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2024-09-30,11182.35,1707483187
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2024-09-30,7859.22,1672482964
,AFRICA ASSET MANAGEMENT,CMT SONABEL,FCPE,Diversifié,2024-09-30,5517.87,55178734
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP SDE,FCP,Diversifié,2024-09-30,2796,719984047
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP BRM OBLIGATAIRE,FCP,Diversifié,2024-09-30,16315,449095218
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP BRM DYNAMIQUE,FCP,Diversifié,2024-09-30,13394,407106079
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2024-09-30,7700,943181715
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2024-09-30,7905,1076721558
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2024-09-30,5621,698564250
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2024-09-30,14006.06,21695303081.54
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2024-09-30,14403.08,1616803286.16
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2024-09-30,16044.06,36413478369.67
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2024-09-30,19425.89,424785953.79
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2024-09-30,19873.58,439464448.58
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2024-09-30,14947.66,15193416468.14
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2024-09-30,15142.81,41801471124.26
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2024-09-30,11491.35,28375585259.37
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2024-09-30,10780.05,45107526733.32
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2024-09-30,7146.8898,48597694351
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2024-09-30,6745.6573,38577674363
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE IFC,FCP,Obligataire (OLMT),2024-09-30,1296415.8996,8190724782
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2024-09-30,11134.0242,218442911
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2024-09-30,11226.3087,42028379789
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2024-09-30,1125822.1946,47423509897
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2024-09-30,6449.3768,1371849685
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTIONS,FCP,Actions ,2024-09-30,9876.9384,203729777
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2024-09-30,9097.7617,222465822
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2024-09-30,5936.7955,17732661088
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2024-09-30,13924,684078287
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2024-09-30,121272,668217568
,SGO MALI FINANCES,FCPE ORANGE,FCPE,Diversifié,2024-09-30,33841,4146455308
,NSIA ASSET MANAGEMENT,FCP NSIA Fonds Diversifié,FCP,Diversifié,2024-09-30,6272,20232872933
,NSIA ASSET MANAGEMENT,FCP Aurore Opportunités,FCP,Actions ,2024-09-30,7362,4834459093
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2024-09-30,5423,1183205663
,NSIA ASSET MANAGEMENT,FCP Aurore sécurité,FCP,Obligataire (OLMT),2024-09-30,5980,61036264965
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2024-09-30,5231,304124061
,NSIA ASSET MANAGEMENT,FCP NSIA Assurance Optimum,FCP,Diversifié,2024-09-30,1136449,3477390810
,NSIA ASSET MANAGEMENT,FCPE Evolutis,FCPE,Diversifié,2024-09-30,4932,1116419726
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2024-09-30,16975.06,644495854
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2024-09-30,16169.51,803702202
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2024-09-30,14369.99,2130356939
,SGA2E,FCP CIE,FCPE,Diversifié,2024-09-30,8621.3376,42145006259
,SGA2E,FCP SODECI,FCPE,Diversifié,2024-09-30,10735.3901,21913993648
